State,year,rate,rate_type,age
TN,2010,216.7,rate_abortions,2024
TX,2010,257.7,rate_abortions,2024
US,2010,380.9,rate_abortions,2024
UT,2010,87.1,rate_abortions,2024
VA,2010,433.8,rate_abortions,2024
VT,2010,423.5,rate_abortions,2024
WA,2010,391.4,rate_abortions,2024
WI,2010,209.1,rate_abortions,2024
WV,2010,186.9,rate_abortions,2024
WY,2010,153.5,rate_abortions,2024
AK,2010,142.0,rate_abortions,2529
AL,2010,142.6,rate_abortions,2529
AR,2010,118.3,rate_abortions,2529
AZ,2010,145.9,rate_abortions,2529
CA,2010,338.6,rate_abortions,2529
CO,2010,178.4,rate_abortions,2529
CT,2010,402.4,rate_abortions,2529
DC,2010,491.9,rate_abortions,2529
DE,2010,392.0,rate_abortions,2529
FL,2010,331.1,rate_abortions,2529
GA,2010,242.4,rate_abortions,2529
HI,2010,243.4,rate_abortions,2529
IA,2010,108.6,rate_abortions,2529
ID,2010,70.6,rate_abortions,2529
IL,2010,224.0,rate_abortions,2529
IN,2010,110.5,rate_abortions,2529
KS,2010,80.3,rate_abortions,2529
KY,2010,85.1,rate_abortions,2529
LA,2010,162.6,rate_abortions,2529
MA,2010,332.3,rate_abortions,2529
MD,2010,366.6,rate_abortions,2529
ME,2010,158.0,rate_abortions,2529
MI,2010,207.4,rate_abortions,2529
MN,2010,125.1,rate_abortions,2529
MO,2010,122.9,rate_abortions,2529
MS,2010,167.6,rate_abortions,2529
MT,2010,128.6,rate_abortions,2529
NC,2010,199.3,rate_abortions,2529
ND,2010,74.2,rate_abortions,2529
NE,2010,65.5,rate_abortions,2529
NH,2010,188.6,rate_abortions,2529
NJ,2010,434.8,rate_abortions,2529
NM,2010,184.4,rate_abortions,2529
NV,2010,285.9,rate_abortions,2529
NY,2010,526.5,rate_abortions,2529
OH,2010,169.0,rate_abortions,2529
OK,2010,102.0,rate_abortions,2529
OR,2010,189.5,rate_abortions,2529
PA,2010,238.4,rate_abortions,2529
RI,2010,299.4,rate_abortions,2529
SC,2010,188.9,rate_abortions,2529
SD,2010,50.0,rate_abortions,2529
TN,2010,155.3,rate_abortions,2529
TX,2010,184.4,rate_abortions,2529
US,2010,238.5,rate_abortions,2529
UT,2010,47.0,rate_abortions,2529
VA,2010,269.2,rate_abortions,2529
VT,2010,226.3,rate_abortions,2529
WA,2010,211.0,rate_abortions,2529
WI,2010,100.4,rate_abortions,2529
WV,2010,139.9,rate_abortions,2529
WY,2010,99.7,rate_abortions,2529
AK,2010,111.6,rate_abortions,3034
AL,2010,125.5,rate_abortions,3034
AR,2010,128.2,rate_abortions,3034
AZ,2010,121.6,rate_abortions,3034
CA,2010,224.3,rate_abortions,3034
CO,2010,111.3,rate_abortions,3034
CT,2010,192.8,rate_abortions,3034
DC,2010,239.5,rate_abortions,3034
DE,2010,278.9,rate_abortions,3034
FL,2010,253.6,rate_abortions,3034
GA,2010,197.2,rate_abortions,3034
HI,2010,164.6,rate_abortions,3034
IA,2010,88.3,rate_abortions,3034
ID,2010,79.4,rate_abortions,3034
IL,2010,147.5,rate_abortions,3034
IN,2010,94.9,rate_abortions,3034
KS,2010,68.6,rate_abortions,3034
KY,2010,85.6,rate_abortions,3034
LA,2010,148.0,rate_abortions,3034
MA,2010,155.3,rate_abortions,3034
MD,2010,233.2,rate_abortions,3034
ME,2010,120.1,rate_abortions,3034
MI,2010,162.2,rate_abortions,3034
MN,2010,89.5,rate_abortions,3034
MO,2010,96.9,rate_abortions,3034
MS,2010,144.4,rate_abortions,3034
MT,2010,95.9,rate_abortions,3034
NC,2010,155.7,rate_abortions,3034
ND,2010,58.8,rate_abortions,3034
NE,2010,53.9,rate_abortions,3034
NH,2010,110.2,rate_abortions,3034
NJ,2010,231.5,rate_abortions,3034
NM,2010,169.8,rate_abortions,3034
NV,2010,265.5,rate_abortions,3034
NY,2010,326.3,rate_abortions,3034
OH,2010,127.9,rate_abortions,3034
OK,2010,99.5,rate_abortions,3034
OR,2010,138.7,rate_abortions,3034
PA,2010,161.9,rate_abortions,3034
RI,2010,170.6,rate_abortions,3034
SC,2010,156.4,rate_abortions,3034
SD,2010,43.7,rate_abortions,3034
TN,2010,137.6,rate_abortions,3034
TX,2010,144.9,rate_abortions,3034
US,2010,175.3,rate_abortions,3034
UT,2010,43.3,rate_abortions,3034
VA,2010,184.2,rate_abortions,3034
VT,2010,129.8,rate_abortions,3034
WA,2010,141.6,rate_abortions,3034
WI,2010,74.7,rate_abortions,3034
WV,2010,143.3,rate_abortions,3034
WY,2010,98.2,rate_abortions,3034
AK,2010,149.3,rate_abortions,3539
AL,2010,155.3,rate_abortions,3539
AR,2010,182.6,rate_abortions,3539
AZ,2010,160.2,rate_abortions,3539
CA,2010,229.8,rate_abortions,3539
CO,2010,140.9,rate_abortions,3539
CT,2010,198.2,rate_abortions,3539
DC,2010,243.9,rate_abortions,3539
DE,2010,343.3,rate_abortions,3539
FL,2010,286.4,rate_abortions,3539
GA,2010,239.4,rate_abortions,3539
HI,2010,173.6,rate_abortions,3539
IA,2010,150.7,rate_abortions,3539
ID,2010,99.6,rate_abortions,3539
IL,2010,179.8,rate_abortions,3539
IN,2010,142.0,rate_abortions,3539
KS,2010,96.4,rate_abortions,3539
KY,2010,129.6,rate_abortions,3539
LA,2010,188.6,rate_abortions,3539
MA,2010,180.3,rate_abortions,3539
MD,2010,251.2,rate_abortions,3539
ME,2010,149.2,rate_abortions,3539
MI,2010,229.6,rate_abortions,3539
MN,2010,119.8,rate_abortions,3539
MO,2010,150.7,rate_abortions,3539
MS,2010,191.4,rate_abortions,3539
MT,2010,142.4,rate_abortions,3539
NC,2010,183.4,rate_abortions,3539
ND,2010,82.7,rate_abortions,3539
NE,2010,88.2,rate_abortions,3539
NH,2010,150.4,rate_abortions,3539
NJ,2010,250.4,rate_abortions,3539
NM,2010,189.7,rate_abortions,3539
NV,2010,310.8,rate_abortions,3539
NY,2010,329.9,rate_abortions,3539
OH,2010,176.0,rate_abortions,3539
OK,2010,148.6,rate_abortions,3539
OR,2010,168.9,rate_abortions,3539
PA,2010,204.5,rate_abortions,3539
RI,2010,208.4,rate_abortions,3539
SC,2010,222.5,rate_abortions,3539
SD,2010,58.9,rate_abortions,3539
TN,2010,169.8,rate_abortions,3539
TX,2010,174.2,rate_abortions,3539
US,2010,210.4,rate_abortions,3539
UT,2010,76.0,rate_abortions,3539
VA,2010,214.5,rate_abortions,3539
VT,2010,162.6,rate_abortions,3539
WA,2010,182.3,rate_abortions,3539
WI,2010,115.1,rate_abortions,3539
WV,2010,179.4,rate_abortions,3539
WY,2010,157.7,rate_abortions,3539
AK,2010,202.7,rate_abortions,40plus
AL,2010,223.6,rate_abortions,40plus
AR,2010,327.3,rate_abortions,40plus
AZ,2010,274.6,rate_abortions,40plus
CA,2010,346.7,rate_abortions,40plus
CO,2010,264.0,rate_abortions,40plus
CT,2010,334.7,rate_abortions,40plus
DC,2010,364.6,rate_abortions,40plus
DE,2010,617.2,rate_abortions,40plus
FL,2010,452.7,rate_abortions,40plus
GA,2010,337.2,rate_abortions,40plus
HI,2010,272.9,rate_abortions,40plus
IA,2010,270.9,rate_abortions,40plus
ID,2010,167.1,rate_abortions,40plus
IL,2010,300.3,rate_abortions,40plus
IN,2010,237.3,rate_abortions,40plus
KS,2010,158.3,rate_abortions,40plus
KY,2010,241.4,rate_abortions,40plus
LA,2010,347.5,rate_abortions,40plus
MA,2010,335.5,rate_abortions,40plus
MD,2010,389.6,rate_abortions,40plus
ME,2010,302.2,rate_abortions,40plus
MI,2010,368.0,rate_abortions,40plus
MN,2010,224.9,rate_abortions,40plus
MO,2010,244.9,rate_abortions,40plus
MS,2010,236.5,rate_abortions,40plus
MT,2010,293.9,rate_abortions,40plus
NC,2010,292.6,rate_abortions,40plus
ND,2010,223.8,rate_abortions,40plus
NE,2010,169.0,rate_abortions,40plus
NH,2010,301.3,rate_abortions,40plus
NJ,2010,427.9,rate_abortions,40plus
NM,2010,335.7,rate_abortions,40plus
NV,2010,491.9,rate_abortions,40plus
NY,2010,505.1,rate_abortions,40plus
OH,2010,297.1,rate_abortions,40plus
OK,2010,267.7,rate_abortions,40plus
OR,2010,303.8,rate_abortions,40plus
PA,2010,350.1,rate_abortions,40plus
RI,2010,358.1,rate_abortions,40plus
SC,2010,348.9,rate_abortions,40plus
SD,2010,105.2,rate_abortions,40plus
TN,2010,286.2,rate_abortions,40plus
TX,2010,290.1,rate_abortions,40plus
US,2010,326.2,rate_abortions,40plus
UT,2010,178.9,rate_abortions,40plus
VA,2010,371.9,rate_abortions,40plus
VT,2010,358.8,rate_abortions,40plus
WA,2010,338.2,rate_abortions,40plus
WI,2010,179.4,rate_abortions,40plus
WV,2010,236.9,rate_abortions,40plus
WY,2010,304.3,rate_abortions,40plus
AK,2011,,rate_abortions,lt15
AL,2011,700.9,rate_abortions,lt15
AR,2011,724.8,rate_abortions,lt15
AZ,2011,576.0,rate_abortions,lt15
CA,2011,1755.5,rate_abortions,lt15
CO,2011,880.7,rate_abortions,lt15
CT,2011,2423.1,rate_abortions,lt15
DC,2011,719.3,rate_abortions,lt15
DE,2011,2188.2,rate_abortions,lt15
FL,2011,1754.5,rate_abortions,lt15
GA,2011,1292.6,rate_abortions,lt15
HI,2011,1729.4,rate_abortions,lt15
IA,2011,1074.3,rate_abortions,lt15
ID,2011,,rate_abortions,lt15
IL,2011,1529.3,rate_abortions,lt15
IN,2011,583.7,rate_abortions,lt15
KS,2011,296.4,rate_abortions,lt15
KY,2011,577.8,rate_abortions,lt15
LA,2011,806.1,rate_abortions,lt15
MA,2011,1408.8,rate_abortions,lt15
MD,2011,2186.6,rate_abortions,lt15
ME,2011,593.8,rate_abortions,lt15
MI,2011,1375.0,rate_abortions,lt15
MN,2011,712.4,rate_abortions,lt15
MO,2011,1013.4,rate_abortions,lt15
MS,2011,684.3,rate_abortions,lt15
MT,2011,,rate_abortions,lt15
NC,2011,934.7,rate_abortions,lt15
ND,2011,,rate_abortions,lt15
NE,2011,768.5,rate_abortions,lt15
NH,2011,,rate_abortions,lt15
NJ,2011,3397.3,rate_abortions,lt15
NM,2011,1034.3,rate_abortions,lt15
NV,2011,638.4,rate_abortions,lt15
NY,2011,2978.1,rate_abortions,lt15
OH,2011,1008.5,rate_abortions,lt15
OK,2011,608.5,rate_abortions,lt15
OR,2011,1213.0,rate_abortions,lt15
PA,2011,1152.0,rate_abortions,lt15
RI,2011,665.3,rate_abortions,lt15
SC,2011,692.4,rate_abortions,lt15
SD,2011,,rate_abortions,lt15
TN,2011,513.9,rate_abortions,lt15
TX,2011,561.4,rate_abortions,lt15
US,2011,1123.1,rate_abortions,lt15
UT,2011,755.3,rate_abortions,lt15
VA,2011,1544.0,rate_abortions,lt15
VT,2011,,rate_abortions,lt15
WA,2011,1544.4,rate_abortions,lt15
WI,2011,606.0,rate_abortions,lt15
WV,2011,773.5,rate_abortions,lt15
WY,2011,,rate_abortions,lt15
AK,2011,500.0,rate_abortions,1517
AL,2011,242.7,rate_abortions,1517
AR,2011,197.1,rate_abortions,1517
AZ,2011,229.9,rate_abortions,1517
CA,2011,658.6,rate_abortions,1517
CO,2011,435.7,rate_abortions,1517
CT,2011,1408.7,rate_abortions,1517
DC,2011,721.3,rate_abortions,1517
DE,2011,992.4,rate_abortions,1517
FL,2011,743.9,rate_abortions,1517
GA,2011,372.6,rate_abortions,1517
HI,2011,1153.0,rate_abortions,1517
IA,2011,357.8,rate_abortions,1517
ID,2011,228.6,rate_abortions,1517
IL,2011,597.4,rate_abortions,1517
IN,2011,189.9,rate_abortions,1517
KS,2011,168.1,rate_abortions,1517
KY,2011,186.9,rate_abortions,1517
LA,2011,281.1,rate_abortions,1517
MA,2011,899.6,rate_abortions,1517
MD,2011,1046.0,rate_abortions,1517
ME,2011,471.4,rate_abortions,1517
MI,2011,522.9,rate_abortions,1517
MN,2011,431.1,rate_abortions,1517
MO,2011,268.6,rate_abortions,1517
MS,2011,150.3,rate_abortions,1517
MT,2011,449.9,rate_abortions,1517
NC,2011,323.4,rate_abortions,1517
ND,2011,240.7,rate_abortions,1517
NE,2011,307.1,rate_abortions,1517
NH,2011,882.7,rate_abortions,1517
NJ,2011,1532.9,rate_abortions,1517
NM,2011,316.1,rate_abortions,1517
NV,2011,517.5,rate_abortions,1517
NY,2011,1844.3,rate_abortions,1517
OH,2011,385.1,rate_abortions,1517
OK,2011,167.1,rate_abortions,1517
OR,2011,525.5,rate_abortions,1517
PA,2011,538.2,rate_abortions,1517
RI,2011,572.5,rate_abortions,1517
SC,2011,390.9,rate_abortions,1517
SD,2011,121.3,rate_abortions,1517
TN,2011,244.8,rate_abortions,1517
TX,2011,206.2,rate_abortions,1517
US,2011,486.8,rate_abortions,1517
UT,2011,187.5,rate_abortions,1517
VA,2011,500.0,rate_abortions,1517
VT,2011,848.2,rate_abortions,1517
WA,2011,719.3,rate_abortions,1517
WI,2011,303.7,rate_abortions,1517
WV,2011,213.1,rate_abortions,1517
WY,2011,308.0,rate_abortions,1517
AK,2011,355.2,rate_abortions,1819
AL,2011,202.6,rate_abortions,1819
AR,2011,139.7,rate_abortions,1819
AZ,2011,250.5,rate_abortions,1819
CA,2011,608.6,rate_abortions,1819
CO,2011,361.2,rate_abortions,1819
CT,2011,914.3,rate_abortions,1819
DC,2011,541.9,rate_abortions,1819
DE,2011,701.9,rate_abortions,1819
FL,2011,584.9,rate_abortions,1819
GA,2011,316.7,rate_abortions,1819
HI,2011,646.5,rate_abortions,1819
IA,2011,283.0,rate_abortions,1819
ID,2011,207.2,rate_abortions,1819
IL,2011,443.9,rate_abortions,1819
IN,2011,173.8,rate_abortions,1819
KS,2011,130.0,rate_abortions,1819
KY,2011,118.1,rate_abortions,1819
LA,2011,204.8,rate_abortions,1819
MA,2011,864.1,rate_abortions,1819
MD,2011,927.8,rate_abortions,1819
ME,2011,375.0,rate_abortions,1819
MI,2011,441.0,rate_abortions,1819
MN,2011,366.8,rate_abortions,1819
MO,2011,227.2,rate_abortions,1819
MS,2011,167.9,rate_abortions,1819
MT,2011,323.9,rate_abortions,1819
NC,2011,275.8,rate_abortions,1819
ND,2011,189.1,rate_abortions,1819
NE,2011,192.0,rate_abortions,1819
NH,2011,559.9,rate_abortions,1819
NJ,2011,1058.7,rate_abortions,1819
NM,2011,228.8,rate_abortions,1819
NV,2011,447.4,rate_abortions,1819
NY,2011,1272.7,rate_abortions,1819
OH,2011,299.4,rate_abortions,1819
OK,2011,125.7,rate_abortions,1819
OR,2011,404.7,rate_abortions,1819
PA,2011,486.6,rate_abortions,1819
RI,2011,715.7,rate_abortions,1819
SC,2011,234.5,rate_abortions,1819
SD,2011,145.7,rate_abortions,1819
TN,2011,192.5,rate_abortions,1819
TX,2011,232.4,rate_abortions,1819
US,2011,410.4,rate_abortions,1819
UT,2011,166.6,rate_abortions,1819
VA,2011,506.7,rate_abortions,1819
VT,2011,554.1,rate_abortions,1819
WA,2011,532.6,rate_abortions,1819
WI,2011,225.9,rate_abortions,1819
WV,2011,219.6,rate_abortions,1819
WY,2011,234.7,rate_abortions,1819
AK,2011,388.3,rate_abortions,1519
AL,2011,214.6,rate_abortions,1519
AR,2011,155.4,rate_abortions,1519
AZ,2011,244.5,rate_abortions,1519
CA,2011,624.0,rate_abortions,1519
CO,2011,382.9,rate_abortions,1519
CT,2011,1045.2,rate_abortions,1519
DC,2011,598.8,rate_abortions,1519
DE,2011,781.9,rate_abortions,1519
FL,2011,628.7,rate_abortions,1519
GA,2011,333.2,rate_abortions,1519
HI,2011,772.0,rate_abortions,1519
IA,2011,302.6,rate_abortions,1519
ID,2011,212.4,rate_abortions,1519
IL,2011,492.1,rate_abortions,1519
IN,2011,178.1,rate_abortions,1519
KS,2011,139.8,rate_abortions,1519
KY,2011,136.5,rate_abortions,1519
LA,2011,225.4,rate_abortions,1519
MA,2011,874.2,rate_abortions,1519
MD,2011,962.2,rate_abortions,1519
ME,2011,400.1,rate_abortions,1519
MI,2011,462.9,rate_abortions,1519
MN,2011,384.0,rate_abortions,1519
MO,2011,238.3,rate_abortions,1519
MS,2011,162.6,rate_abortions,1519
MT,2011,355.2,rate_abortions,1519
NC,2011,288.9,rate_abortions,1519
ND,2011,199.6,rate_abortions,1519
NE,2011,222.5,rate_abortions,1519
NH,2011,632.7,rate_abortions,1519
NJ,2011,1197.4,rate_abortions,1519
NM,2011,256.9,rate_abortions,1519
NV,2011,470.0,rate_abortions,1519
NY,2011,1432.0,rate_abortions,1519
OH,2011,322.6,rate_abortions,1519
OK,2011,137.2,rate_abortions,1519
OR,2011,437.5,rate_abortions,1519
PA,2011,501.7,rate_abortions,1519
RI,2011,672.5,rate_abortions,1519
SC,2011,278.2,rate_abortions,1519
SD,2011,139.5,rate_abortions,1519
TN,2011,206.6,rate_abortions,1519
TX,2011,223.8,rate_abortions,1519
US,2011,432.6,rate_abortions,1519
UT,2011,172.4,rate_abortions,1519
VA,2011,505.0,rate_abortions,1519
VT,2011,628.6,rate_abortions,1519
WA,2011,584.0,rate_abortions,1519
WI,2011,246.5,rate_abortions,1519
WV,2011,217.8,rate_abortions,1519
WY,2011,252.7,rate_abortions,1519
AK,2011,389.5,rate_abortions,lt20
AL,2011,221.5,rate_abortions,lt20
AR,2011,162.0,rate_abortions,lt20
AZ,2011,248.4,rate_abortions,lt20
CA,2011,636.5,rate_abortions,lt20
CO,2011,389.9,rate_abortions,lt20
CT,2011,1061.4,rate_abortions,lt20
DC,2011,602.7,rate_abortions,lt20
DE,2011,802.0,rate_abortions,lt20
FL,2011,641.2,rate_abortions,lt20
GA,2011,346.2,rate_abortions,lt20
HI,2011,781.5,rate_abortions,lt20
IA,2011,308.7,rate_abortions,lt20
ID,2011,216.5,rate_abortions,lt20
IL,2011,502.9,rate_abortions,lt20
IN,2011,182.8,rate_abortions,lt20
KS,2011,142.1,rate_abortions,lt20
KY,2011,140.5,rate_abortions,lt20
LA,2011,234.7,rate_abortions,lt20
MA,2011,878.9,rate_abortions,lt20
MD,2011,981.5,rate_abortions,lt20
ME,2011,405.1,rate_abortions,lt20
MI,2011,471.7,rate_abortions,lt20
MN,2011,387.9,rate_abortions,lt20
MO,2011,245.1,rate_abortions,lt20
MS,2011,171.9,rate_abortions,lt20
MT,2011,353.2,rate_abortions,lt20
NC,2011,297.3,rate_abortions,lt20
ND,2011,197.1,rate_abortions,lt20
NE,2011,226.9,rate_abortions,lt20
NH,2011,619.8,rate_abortions,lt20
NJ,2011,1221.7,rate_abortions,lt20
NM,2011,266.6,rate_abortions,lt20
NV,2011,472.1,rate_abortions,lt20
NY,2011,1452.0,rate_abortions,lt20
OH,2011,330.4,rate_abortions,lt20
OK,2011,142.1,rate_abortions,lt20
OR,2011,442.4,rate_abortions,lt20
PA,2011,510.6,rate_abortions,lt20
RI,2011,672.2,rate_abortions,lt20
SC,2011,283.4,rate_abortions,lt20
SD,2011,140.8,rate_abortions,lt20
TN,2011,210.3,rate_abortions,lt20
TX,2011,228.4,rate_abortions,lt20
US,2011,440.8,rate_abortions,lt20
UT,2011,177.6,rate_abortions,lt20
VA,2011,514.0,rate_abortions,lt20
VT,2011,601.3,rate_abortions,lt20
WA,2011,592.4,rate_abortions,lt20
WI,2011,251.0,rate_abortions,lt20
WV,2011,224.1,rate_abortions,lt20
WY,2011,255.9,rate_abortions,lt20
AK,2011,216.7,rate_abortions,2024
AL,2011,191.6,rate_abortions,2024
AR,2011,141.3,rate_abortions,2024
AZ,2011,240.0,rate_abortions,2024
CA,2011,566.7,rate_abortions,2024
CO,2011,318.5,rate_abortions,2024
CT,2011,774.9,rate_abortions,2024
DC,2011,609.0,rate_abortions,2024
DE,2011,599.8,rate_abortions,2024
FL,2011,505.0,rate_abortions,2024
GA,2011,312.0,rate_abortions,2024
HI,2011,407.2,rate_abortions,2024
IA,2011,210.7,rate_abortions,2024
ID,2011,126.4,rate_abortions,2024
IL,2011,408.8,rate_abortions,2024
IN,2011,162.5,rate_abortions,2024
KS,2011,126.1,rate_abortions,2024
KY,2011,117.7,rate_abortions,2024
LA,2011,208.4,rate_abortions,2024
MA,2011,737.2,rate_abortions,2024
MD,2011,768.4,rate_abortions,2024
ME,2011,269.6,rate_abortions,2024
MI,2011,371.5,rate_abortions,2024
MN,2011,288.3,rate_abortions,2024
MO,2011,207.0,rate_abortions,2024
MS,2011,184.2,rate_abortions,2024
MT,2011,211.0,rate_abortions,2024
NC,2011,270.5,rate_abortions,2024
ND,2011,155.8,rate_abortions,2024
NE,2011,145.4,rate_abortions,2024
NH,2011,401.0,rate_abortions,2024
NJ,2011,860.9,rate_abortions,2024
NM,2011,237.3,rate_abortions,2024
NV,2011,427.0,rate_abortions,2024
NY,2011,931.1,rate_abortions,2024
OH,2011,277.9,rate_abortions,2024
OK,2011,128.8,rate_abortions,2024
OR,2011,325.1,rate_abortions,2024
PA,2011,434.1,rate_abortions,2024
RI,2011,588.8,rate_abortions,2024
SC,2011,243.2,rate_abortions,2024
SD,2011,102.6,rate_abortions,2024
TN,2011,204.4,rate_abortions,2024
TX,2011,244.1,rate_abortions,2024
US,2011,376.6,rate_abortions,2024
UT,2011,86.2,rate_abortions,2024
VA,2011,433.5,rate_abortions,2024
VT,2011,456.3,rate_abortions,2024
WA,2011,380.2,rate_abortions,2024
WI,2011,206.2,rate_abortions,2024
WV,2011,173.2,rate_abortions,2024
WY,2011,166.8,rate_abortions,2024
AK,2011,144.4,rate_abortions,2529
AL,2011,136.1,rate_abortions,2529
AR,2011,114.2,rate_abortions,2529
AZ,2011,167.7,rate_abortions,2529
CA,2011,328.3,rate_abortions,2529
CO,2011,180.7,rate_abortions,2529
CT,2011,380.9,rate_abortions,2529
DC,2011,426.3,rate_abortions,2529
DE,2011,353.8,rate_abortions,2529
FL,2011,329.2,rate_abortions,2529
GA,2011,238.3,rate_abortions,2529
HI,2011,241.5,rate_abortions,2529
IA,2011,100.2,rate_abortions,2529
ID,2011,74.9,rate_abortions,2529
IL,2011,229.9,rate_abortions,2529
IN,2011,100.3,rate_abortions,2529
KS,2011,79.0,rate_abortions,2529
KY,2011,84.2,rate_abortions,2529
LA,2011,158.1,rate_abortions,2529
MA,2011,337.4,rate_abortions,2529
MD,2011,389.6,rate_abortions,2529
ME,2011,146.9,rate_abortions,2529
MI,2011,201.7,rate_abortions,2529
MN,2011,122.8,rate_abortions,2529
MO,2011,115.3,rate_abortions,2529
MS,2011,154.4,rate_abortions,2529
MT,2011,125.7,rate_abortions,2529
NC,2011,184.8,rate_abortions,2529
ND,2011,70.6,rate_abortions,2529
NE,2011,74.0,rate_abortions,2529
NH,2011,184.8,rate_abortions,2529
NJ,2011,416.1,rate_abortions,2529
NM,2011,166.3,rate_abortions,2529
NV,2011,277.3,rate_abortions,2529
NY,2011,517.5,rate_abortions,2529
OH,2011,166.6,rate_abortions,2529
OK,2011,92.8,rate_abortions,2529
OR,2011,185.4,rate_abortions,2529
PA,2011,231.9,rate_abortions,2529
RI,2011,287.3,rate_abortions,2529
SC,2011,172.3,rate_abortions,2529
SD,2011,48.5,rate_abortions,2529
TN,2011,151.9,rate_abortions,2529
TX,2011,173.2,rate_abortions,2529
US,2011,233.4,rate_abortions,2529
UT,2011,45.0,rate_abortions,2529
VA,2011,259.4,rate_abortions,2529
VT,2011,219.4,rate_abortions,2529
WA,2011,205.6,rate_abortions,2529
WI,2011,104.0,rate_abortions,2529
WV,2011,127.8,rate_abortions,2529
WY,2011,106.0,rate_abortions,2529
AK,2011,104.7,rate_abortions,3034
AL,2011,119.0,rate_abortions,3034
AR,2011,113.6,rate_abortions,3034
AZ,2011,133.6,rate_abortions,3034
CA,2011,211.7,rate_abortions,3034
CO,2011,107.6,rate_abortions,3034
CT,2011,180.8,rate_abortions,3034
DC,2011,208.7,rate_abortions,3034
DE,2011,253.2,rate_abortions,3034
FL,2011,247.3,rate_abortions,3034
GA,2011,194.3,rate_abortions,3034
HI,2011,171.0,rate_abortions,3034
IA,2011,78.9,rate_abortions,3034
ID,2011,80.3,rate_abortions,3034
IL,2011,153.8,rate_abortions,3034
IN,2011,91.8,rate_abortions,3034
KS,2011,68.0,rate_abortions,3034
KY,2011,78.1,rate_abortions,3034
LA,2011,135.1,rate_abortions,3034
MA,2011,157.0,rate_abortions,3034
MD,2011,244.1,rate_abortions,3034
ME,2011,112.0,rate_abortions,3034
MI,2011,150.6,rate_abortions,3034
MN,2011,83.7,rate_abortions,3034
MO,2011,95.6,rate_abortions,3034
MS,2011,147.8,rate_abortions,3034
MT,2011,96.6,rate_abortions,3034
NC,2011,141.4,rate_abortions,3034
ND,2011,52.8,rate_abortions,3034
NE,2011,57.9,rate_abortions,3034
NH,2011,104.9,rate_abortions,3034
NJ,2011,232.6,rate_abortions,3034
NM,2011,152.9,rate_abortions,3034
NV,2011,239.2,rate_abortions,3034
NY,2011,325.9,rate_abortions,3034
OH,2011,125.9,rate_abortions,3034
OK,2011,84.3,rate_abortions,3034
OR,2011,137.5,rate_abortions,3034
PA,2011,148.3,rate_abortions,3034
RI,2011,169.1,rate_abortions,3034
SC,2011,137.4,rate_abortions,3034
SD,2011,43.4,rate_abortions,3034
TN,2011,127.4,rate_abortions,3034
TX,2011,135.7,rate_abortions,3034
US,2011,169.6,rate_abortions,3034
UT,2011,40.7,rate_abortions,3034
VA,2011,174.6,rate_abortions,3034
VT,2011,107.8,rate_abortions,3034
WA,2011,145.8,rate_abortions,3034
WI,2011,68.1,rate_abortions,3034
WV,2011,127.8,rate_abortions,3034
WY,2011,102.6,rate_abortions,3034
AK,2011,147.9,rate_abortions,3539
AL,2011,157.7,rate_abortions,3539
AR,2011,164.7,rate_abortions,3539
AZ,2011,171.1,rate_abortions,3539
CA,2011,216.4,rate_abortions,3539
CO,2011,140.3,rate_abortions,3539
CT,2011,207.7,rate_abortions,3539
DC,2011,179.4,rate_abortions,3539
DE,2011,265.6,rate_abortions,3539
FL,2011,275.5,rate_abortions,3539
GA,2011,239.6,rate_abortions,3539
HI,2011,187.8,rate_abortions,3539
IA,2011,130.4,rate_abortions,3539
ID,2011,97.6,rate_abortions,3539
IL,2011,181.0,rate_abortions,3539
IN,2011,132.1,rate_abortions,3539
KS,2011,96.2,rate_abortions,3539
KY,2011,128.6,rate_abortions,3539
LA,2011,195.7,rate_abortions,3539
MA,2011,172.8,rate_abortions,3539
MD,2011,255.5,rate_abortions,3539
ME,2011,156.6,rate_abortions,3539
MI,2011,204.1,rate_abortions,3539
MN,2011,113.0,rate_abortions,3539
MO,2011,135.7,rate_abortions,3539
MS,2011,178.6,rate_abortions,3539
MT,2011,138.4,rate_abortions,3539
NC,2011,171.4,rate_abortions,3539
ND,2011,81.7,rate_abortions,3539
NE,2011,85.3,rate_abortions,3539
NH,2011,143.8,rate_abortions,3539
NJ,2011,238.1,rate_abortions,3539
NM,2011,181.4,rate_abortions,3539
NV,2011,276.7,rate_abortions,3539
NY,2011,332.0,rate_abortions,3539
OH,2011,164.6,rate_abortions,3539
OK,2011,134.1,rate_abortions,3539
OR,2011,162.1,rate_abortions,3539
PA,2011,194.3,rate_abortions,3539
RI,2011,214.4,rate_abortions,3539
SC,2011,194.1,rate_abortions,3539
SD,2011,71.4,rate_abortions,3539
TN,2011,171.1,rate_abortions,3539
TX,2011,166.3,rate_abortions,3539
US,2011,203.3,rate_abortions,3539
UT,2011,60.0,rate_abortions,3539
VA,2011,203.4,rate_abortions,3539
VT,2011,163.6,rate_abortions,3539
WA,2011,172.9,rate_abortions,3539
WI,2011,101.0,rate_abortions,3539
WV,2011,197.1,rate_abortions,3539
WY,2011,159.0,rate_abortions,3539
AK,2011,202.2,rate_abortions,40plus
AL,2011,229.3,rate_abortions,40plus
AR,2011,292.0,rate_abortions,40plus
AZ,2011,316.7,rate_abortions,40plus
